timestamp;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3;hour;day_of_week;load_lag_1;load_roll_3
2007-01-01 22:00:00;0.4437333333333333;0.1149;241.1243333333333;1.9066666666666667;0.0;0.6;0.0;22;0;0.4339333333333333;0.4299888888888889
2007-01-01 23:00:00;0.4499666666666667;0.1149666666666666;243.8275;1.94;0.0;0.0;0.0;23;0;0.4437333333333333;0.4425444444444444
2007-01-02 00:00:00;0.4464333333333333;0.1211;242.2555;1.9633333333333332;0.0;0.5833333333333334;0.0;0;1;0.4499666666666667;0.4467111111111111
2007-01-02 01:00:00;0.4367333333333333;0.0957666666666666;243.27133333333333;1.8766666666666667;0.0;0.0;0.0;1;1;0.4464333333333333;0.4443777777777778
2007-01-02 02:00:00;0.4315666666666666;0.0852333333333333;245.7543333333333;1.8266666666666669;0.0;0.0;0.0;2;1;0.4367333333333333;0.4382444444444444
2007-01-02 03:00:00;0.4641666666666666;0.1440666666666666;245.737;2.023333333333333;0.0;0.5833333333333334;0.0;3;1;0.4315666666666666;0.4441555555555556
2007-01-02 04:00:00;1.0399666666666667;0.0945;243.6123333333333;4.286666666666666;0.0;0.0;9.983333333333333;4;1;0.4641666666666666;0.6452333333333333
2007-01-02 05:00:00;0.7106;0.1165;242.43966666666665;3.0266666666666664;0.0;0.5666666666666667;4.45;5;1;1.0399666666666667;0.7382444444444444
2007-01-02 06:00:00;0.4469666666666667;0.1087;243.9255;1.9;0.0;0.0;0.0;6;1;0.7106;0.7325111111111111
2007-01-02 07:00:00;0.4125666666666667;0.0649;240.88783333333333;1.7466666666666666;0.0;0.0333333333333333;0.0;7;1;0.4469666666666667;0.5233777777777778
2007-01-02 08:00:00;0.4543999999999999;0.1314333333333333;239.94816666666665;1.9433333333333327;0.0;0.5333333333333333;0.0;8;1;0.4125666666666667;0.4379777777777778
2007-01-02 09:00:00;0.4176333333333333;0.0787333333333333;239.80766666666665;1.73;0.0;0.0;0.0;9;1;0.4543999999999999;0.4281999999999999
2007-01-02 10:00:00;0.4459;0.1251;238.77516666666668;1.89;0.0;0.5833333333333334;0.0;10;1;0.4176333333333333;0.4393111111111111
2007-01-02 11:00:00;0.4327666666666667;0.1003333333333333;242.0498333333333;1.81;0.0;0.0;0.0;11;1;0.4459;0.4321
2007-01-02 12:00:00;0.4259666666666666;0.0849999999999999;242.00616666666667;1.7966666666666666;0.0;0.0666666666666666;0.0;12;1;0.4327666666666667;0.4348777777777777
2007-01-02 13:00:00;0.4589999999999999;0.1423333333333333;242.46983333333336;1.98;0.0;0.5;0.0;13;1;0.4259666666666666;0.4392444444444445
2007-01-02 14:00:00;0.4384333333333333;0.1062333333333333;246.38366666666667;1.856666666666667;0.0;0.0;0.0;14;1;0.4589999999999999;0.4411333333333333
2007-01-02 15:00:00;1.4381;0.141;242.9573333333333;5.903333333333333;0.0;0.6333333333333333;15.883333333333333;15;1;0.4384333333333333;0.778511111111111
2007-01-02 16:00:00;1.4590666666666663;0.1036666666666666;243.0953333333333;5.989999999999999;0.0;0.0;15.766666666666667;16;1;1.4381;1.1118666666666666
2007-01-02 17:00:00;2.1362;0.2619;238.17766666666665;9.12;0.0;0.0666666666666666;8.416666666666666;17;1;1.4590666666666663;1.677788888888889
2007-01-02 18:00:00;1.9720666666666664;0.2281;237.5845;8.363333333333333;0.0;0.5;17.3;18;1;2.1362;1.855777777777778
2007-01-02 19:00:00;1.5183;0.1033666666666666;239.282;6.326666666666667;0.0;0.0;17.55;19;1;1.9720666666666664;1.8755222222222223
2007-01-02 20:00:00;2.573533333333333;0.3702666666666666;238.4945;10.856666666666666;0.0;0.5833333333333334;17.416666666666668;20;1;1.5183;2.0213
2007-01-02 21:00:00;1.3214333333333337;0.1841333333333333;240.2108333333333;5.5633333333333335;0.0;0.0;2.6;21;1;2.573533333333333;1.8044222222222224
2007-01-02 22:00:00;0.5282333333333333;0.1221;242.95583333333332;2.273333333333333;0.0;0.45;0.0;22;1;1.3214333333333337;1.4744000000000002
2007-01-02 23:00:00;0.7439;0.0579;244.56866666666664;3.083333333333333;0.0;0.1166666666666666;0.0;23;1;0.5282333333333333;0.8645222222222224
